2305.4,973.6,1687.2,976,2046.6,989.6,1728.2,2726.8,3973,2158.4,589,1559,1263.4,1249.2,1763.2,431.4,2369.6,1929.8,2092.8,1395.4,2845.8,633.2
2851.8,998.2,1728.8,1148.8,1893,1047.4,1723.2,2639.6,3179.4,2141.4,2919.8,1673.6,1506.8,1269.6,1715.8,380.2,2487.6,2011.6,2109.2,1419.2,2899,902
3046.2,998,1611,1231.4,1957.4,1205,1833.4,2767.8,2830.4,2332.6,3105.8,1803,1429.8,1461,1978,463.8,2629.8,2182.8,2229.4,1630.8,3320.6,1195.8
3306.4,1065.2,1698.6,1424.2,2029,1388.8,2019.8,2939.2,3314.8,2732.2,3204.6,1942.8,1583.2,1541.6,2224,507.8,2824.2,2430.2,2386.2,1972,3733.8,1570.2
3425.6,1145.4,1905.2,1779.2,2258,1475.4,2279.8,3414.2,4295.4,3267.4,3062.2,2123.2,1947.6,1625.8,2466.6,772.2,3128.8,3063.2,2516,2657.4,4628.6,1929.2
3728.6,1175.2,1957.8,1700.6,2377.8,1442.6,2558.8,4231.8,5517.8,4116.6,3558.6,2366.4,2127,1824.6,2690.4,734.4,3414.2,3111.4,2607.4,2785.6,5294.4,2319.8
3716,1279.8,1945.2,1752.6,2635.8,1771.2,2974.4,4368.8,11568,4398.6,3552,2150.4,2004.2,1911,2806.4,707.4,3446,3082.2,2714.8,2581,5950,1709.8
4093.8,1332.6,2081.4,2109.6,2934.8,1890.4,3454.4,5338.2,14095.6,4783.8,3525.2,2514.8,2317.8,2213.8,3174.4,837,3771,3671.2,3159.6,3085.6,7126.8,1911
4537.6,1480.2,2502.2,2526,3563,2100.2,4098,6163.2,19418.2,6231.2,5634.6,3013.6,2480,2491,3775.8,1005.6,4567,4677.8,3606.4,3744,8551.8,2407
