queryName,scaleFactor,timeMillsecs,queryStats.createTime,queryId,queryStats.elapsedTime,state
Q1,sf100,1640,2025-09-05T15:43:31.099Z,20250905_154330_00000_bbvcw,1.64s,FINISHED
Q10,sf100,7130,2025-09-05T15:45:22.464Z,20250905_154522_00009_bbvcw,7.13s,FINISHED
Q11,sf100,1920,2025-09-05T15:45:30.390Z,20250905_154530_00010_bbvcw,1.92s,FINISHED
Q12,sf100,3550,2025-09-05T15:45:33.148Z,20250905_154533_00011_bbvcw,3.55s,FINISHED
Q13,sf100,2500,2025-09-05T15:45:37.524Z,20250905_154537_00012_bbvcw,2.50s,FINISHED
Q14,sf100,1050,2025-09-05T15:45:40.841Z,20250905_154540_00013_bbvcw,1.05s,FINISHED
Q15,sf100,6760,2025-09-05T15:45:42.722Z,20250905_154542_00014_bbvcw,6.76s,FINISHED
Q16,sf100,3530,2025-09-05T15:45:50.323Z,20250905_154550_00015_bbvcw,3.53s,FINISHED
Q17,sf100,9530,2025-09-05T15:45:55.675Z,20250905_154555_00016_bbvcw,9.53s,FINISHED
Q18,sf100,37300,2025-09-05T15:46:05.993Z,20250905_154605_00017_bbvcw,37.30s,FINISHED
Q19,sf100,2020,2025-09-05T15:46:44.099Z,20250905_154643_00018_bbvcw,2.02s,FINISHED
Q2,sf100,4470,2025-09-05T15:43:33.623Z,20250905_154333_00001_bbvcw,4.47s,FINISHED
Q20,sf100,3450,2025-09-05T15:46:46.940Z,20250905_154646_00019_bbvcw,3.45s,FINISHED
Q21,sf100,21180,2025-09-05T15:46:51.386Z,20250905_154651_00020_bbvcw,21.18s,FINISHED
Q22,sf100,950,2025-09-05T15:47:13.396Z,20250905_154713_00021_bbvcw,950.37ms,FINISHED
Q3,sf100,5840,2025-09-05T15:43:38.966Z,20250905_154338_00002_bbvcw,5.84s,FINISHED
Q4,sf100,1660,2025-09-05T15:43:45.681Z,20250905_154345_00003_bbvcw,1.66s,FINISHED
Q5,sf100,15390,2025-09-05T15:43:48.163Z,20250905_154348_00004_bbvcw,15.39s,FINISHED
Q6,sf100,515,2025-09-05T15:44:04.373Z,20250905_154404_00005_bbvcw,515.40ms,FINISHED
Q7,sf100,6130,2025-09-05T15:44:05.711Z,20250905_154405_00006_bbvcw,6.13s,FINISHED
Q8,sf100,29870,2025-09-05T15:44:12.685Z,20250905_154412_00007_bbvcw,29.87s,FINISHED
Q9,sf100,38240,2025-09-05T15:44:43.405Z,20250905_154443_00008_bbvcw,38.24s,FINISHED
