queryName,scaleFactor,timeMillsecs,queryStats.createTime,queryId,queryStats.elapsedTime,state
Q1,sf100,2820,2025-09-03T11:26:23.376Z,20250903_112623_00000_6htz4,2.82s,FINISHED
Q10,sf100,11220,2025-09-03T11:30:29.582Z,20250903_113029_00009_6htz4,11.22s,FINISHED
Q11,sf100,4410,2025-09-03T11:30:44.618Z,20250903_113044_00010_6htz4,4.41s,FINISHED
Q12,sf100,3970,2025-09-03T11:30:52.853Z,20250903_113052_00011_6htz4,3.97s,FINISHED
Q13,sf100,4570,2025-09-03T11:31:00.651Z,20250903_113100_00012_6htz4,4.57s,FINISHED
Q14,sf100,1190,2025-09-03T11:31:09.028Z,20250903_113108_00013_6htz4,1.19s,FINISHED
Q15,sf100,12540,2025-09-03T11:31:14.019Z,20250903_113113_00014_6htz4,12.54s,FINISHED
Q16,sf100,6100,2025-09-03T11:31:30.414Z,20250903_113130_00015_6htz4,6.10s,FINISHED
Q17,sf100,18090,2025-09-03T11:31:41.297Z,20250903_113141_00016_6htz4,18.09s,FINISHED
Q18,sf100,49010,2025-09-03T11:32:03.238Z,20250903_113203_00017_6htz4,49.01s,FINISHED
Q19,sf100,2180,2025-09-03T11:32:56.060Z,20250903_113255_00018_6htz4,2.18s,FINISHED
Q2,sf100,8490,2025-09-03T11:26:30.043Z,20250903_112629_00001_6htz4,8.49s,FINISHED
Q20,sf100,2830,2025-09-03T11:33:02.037Z,20250903_113301_00019_6htz4,2.83s,FINISHED
Q21,sf100,66000,2025-09-03T11:33:08.781Z,20250903_113308_00020_6htz4,1.10m,FINISHED
Q22,sf100,1550,2025-09-03T11:34:18.708Z,20250903_113418_00021_6htz4,1.55s,FINISHED
Q3,sf100,10380,2025-09-03T11:26:42.361Z,20250903_112642_00002_6htz4,10.38s,FINISHED
Q4,sf100,1650,2025-09-03T11:26:56.568Z,20250903_112656_00003_6htz4,1.65s,FINISHED
Q5,sf100,25780,2025-09-03T11:27:02.049Z,20250903_112701_00004_6htz4,25.78s,FINISHED
Q6,sf100,620,2025-09-03T11:27:31.657Z,20250903_112731_00005_6htz4,620.27ms,FINISHED
Q7,sf100,10660,2025-09-03T11:27:36.120Z,20250903_112735_00006_6htz4,10.66s,FINISHED
Q8,sf100,52330,2025-09-03T11:27:50.595Z,20250903_112750_00007_6htz4,52.33s,FINISHED
Q9,sf100,99000,2025-09-03T11:28:46.741Z,20250903_112846_00008_6htz4,1.65m,FINISHED
