queryName,scaleFactor,timeMillsecs,queryStats.createTime,queryId,queryStats.elapsedTime,state
Q1,sf100,6740,2025-09-08T07:03:10.554Z,20250908_070309_00000_7hhuf,6.74s,FINISHED
Q10,sf100,5460,2025-09-08T07:04:54.736Z,20250908_070454_00009_7hhuf,5.46s,FINISHED
Q11,sf100,1520,2025-09-08T07:05:00.994Z,20250908_070500_00010_7hhuf,1.52s,FINISHED
Q12,sf100,2090,2025-09-08T07:05:03.337Z,20250908_070503_00011_7hhuf,2.09s,FINISHED
Q13,sf100,1590,2025-09-08T07:05:06.242Z,20250908_070506_00012_7hhuf,1.59s,FINISHED
Q14,sf100,878,2025-09-08T07:05:08.675Z,20250908_070508_00013_7hhuf,878.61ms,FINISHED
Q15,sf100,4780,2025-09-08T07:05:10.405Z,20250908_070510_00014_7hhuf,4.78s,FINISHED
Q16,sf100,2370,2025-09-08T07:05:16.065Z,20250908_070515_00015_7hhuf,2.37s,FINISHED
Q17,sf100,5740,2025-09-08T07:05:20.237Z,20250908_070520_00016_7hhuf,5.74s,FINISHED
Q18,sf100,22480,2025-09-08T07:05:26.755Z,20250908_070526_00017_7hhuf,22.48s,FINISHED
Q19,sf100,1320,2025-09-08T07:05:50.061Z,20250908_070549_00018_7hhuf,1.32s,FINISHED
Q2,sf100,13300,2025-09-08T07:03:22.286Z,20250908_070321_00001_7hhuf,13.30s,FINISHED
Q20,sf100,2190,2025-09-08T07:05:52.245Z,20250908_070552_00019_7hhuf,2.19s,FINISHED
Q21,sf100,15450,2025-09-08T07:05:55.416Z,20250908_070555_00020_7hhuf,15.45s,FINISHED
Q22,sf100,672,2025-09-08T07:06:11.652Z,20250908_070611_00021_7hhuf,672.17ms,FINISHED
Q3,sf100,6530,2025-09-08T07:03:37.299Z,20250908_070337_00002_7hhuf,6.53s,FINISHED
Q4,sf100,1660,2025-09-08T07:03:45.136Z,20250908_070344_00003_7hhuf,1.66s,FINISHED
Q5,sf100,11140,2025-09-08T07:03:48.099Z,20250908_070347_00004_7hhuf,11.14s,FINISHED
Q6,sf100,468,2025-09-08T07:04:00.107Z,20250908_070359_00005_7hhuf,468.27ms,FINISHED
Q7,sf100,3900,2025-09-08T07:04:01.440Z,20250908_070401_00006_7hhuf,3.90s,FINISHED
Q8,sf100,20760,2025-09-08T07:04:06.201Z,20250908_070406_00007_7hhuf,20.76s,FINISHED
Q9,sf100,26100,2025-09-08T07:04:27.807Z,20250908_070427_00008_7hhuf,26.10s,FINISHED
