queryName,scaleFactor,timeMillsecs,queryStats.createTime,queryId,queryStats.elapsedTime,state
Q1,sf100,2960,2025-09-03T11:16:59.102Z,20250903_111658_00000_z7dpe,2.96s,FINISHED
Q10,sf100,12160,2025-09-03T11:20:25.775Z,20250903_112025_00009_z7dpe,12.16s,FINISHED
Q11,sf100,3050,2025-09-03T11:20:41.744Z,20250903_112041_00010_z7dpe,3.05s,FINISHED
Q12,sf100,6210,2025-09-03T11:20:48.615Z,20250903_112048_00011_z7dpe,6.21s,FINISHED
Q13,sf100,4960,2025-09-03T11:20:58.637Z,20250903_112058_00012_z7dpe,4.96s,FINISHED
Q14,sf100,1750,2025-09-03T11:21:07.409Z,20250903_112107_00013_z7dpe,1.75s,FINISHED
Q15,sf100,12350,2025-09-03T11:21:12.982Z,20250903_112112_00014_z7dpe,12.35s,FINISHED
Q16,sf100,6780,2025-09-03T11:21:29.145Z,20250903_112129_00015_z7dpe,6.78s,FINISHED
Q17,sf100,19860,2025-09-03T11:21:40.668Z,20250903_112140_00016_z7dpe,19.86s,FINISHED
Q18,sf100,31050,2025-09-03T11:22:04.357Z,20250903_112204_00017_z7dpe,31.05s,FINISHED
Q19,sf100,3520,2025-09-03T11:22:39.202Z,20250903_112239_00018_z7dpe,3.52s,FINISHED
Q2,sf100,7380,2025-09-03T11:17:05.895Z,20250903_111705_00001_z7dpe,7.38s,FINISHED
Q20,sf100,3640,2025-09-03T11:22:46.540Z,20250903_112246_00019_z7dpe,3.64s,FINISHED
Q21,sf100,42790,2025-09-03T11:22:54.164Z,20250903_112254_00020_z7dpe,42.79s,FINISHED
Q22,sf100,1770,2025-09-03T11:23:40.739Z,20250903_112340_00021_z7dpe,1.77s,FINISHED
Q3,sf100,11070,2025-09-03T11:17:17.129Z,20250903_111716_00002_z7dpe,11.07s,FINISHED
Q4,sf100,2750,2025-09-03T11:17:31.997Z,20250903_111731_00003_z7dpe,2.75s,FINISHED
Q5,sf100,24740,2025-09-03T11:17:38.523Z,20250903_111738_00004_z7dpe,24.74s,FINISHED
Q6,sf100,576,2025-09-03T11:18:07.080Z,20250903_111806_00005_z7dpe,576.64ms,FINISHED
Q7,sf100,10010,2025-09-03T11:18:11.472Z,20250903_111811_00006_z7dpe,10.01s,FINISHED
Q8,sf100,48320,2025-09-03T11:18:25.303Z,20250903_111825_00007_z7dpe,48.32s,FINISHED
Q9,sf100,64800,2025-09-03T11:19:17.448Z,20250903_111917_00008_z7dpe,1.08m,FINISHED
