queryName,scaleFactor,timeMillsecs,queryStats.createTime,queryId,queryStats.elapsedTime,state
Q1,sf1000,6610,2025-09-26T12:21:20.181Z,20250926_122120_00030_knhzw,6.61s,FINISHED
Q10,sf1000,8670,2025-09-26T12:12:06.419Z,20250926_121206_00012_knhzw,8.67s,FINISHED
Q11,sf1000,1070,2025-09-26T12:12:20.134Z,20250926_121220_00013_knhzw,1.07s,FINISHED
Q12,sf1000,2590,2025-09-26T12:12:31.667Z,20250926_121231_00014_knhzw,2.59s,FINISHED
Q13,sf1000,3120,2025-09-26T12:12:38.994Z,20250926_121238_00015_knhzw,3.12s,FINISHED
Q14,sf1000,2360,2025-09-26T12:12:47.406Z,20250926_121247_00016_knhzw,2.36s,FINISHED
Q15,sf1000,16750,2025-09-26T12:36:01.034Z,20250926_123600_00001_pr37t,16.75s,FINISHED
Q16,sf1000,4059,2025-09-26T12:17:24.488Z,20250926_121724_00021_knhzw,4.06s,FINISHED
Q17,sf1000,4850,2025-09-26T12:17:34.197Z,20250926_121734_00022_knhzw,4.85s,FINISHED
Q18,sf1000,11520,2025-09-26T12:18:52.327Z,20250926_121852_00024_knhzw,11.52s,FINISHED
Q19,sf1000,3480,2025-09-26T12:19:10.829Z,20250926_121910_00025_knhzw,3.48s,FINISHED
Q2,sf1000,2230,2025-09-26T12:07:12.125Z,20250926_120711_00001_knhzw,2.23s,FINISHED
Q20,sf1000,3490,2025-09-26T12:19:19.695Z,20250926_121919_00026_knhzw,3.49s,FINISHED
Q21,sf1000,8780,2025-09-26T12:19:28.993Z,20250926_121928_00027_knhzw,8.78s,FINISHED
Q22,sf1000,2230,2025-09-26T12:19:43.663Z,20250926_121943_00028_knhzw,2.23s,FINISHED
Q3,sf1000,2570,2025-09-26T12:07:22.232Z,20250926_120722_00002_knhzw,2.57s,FINISHED
Q4,sf1000,2450,2025-09-26T12:07:30.864Z,20250926_120730_00003_knhzw,2.45s,FINISHED
Q5,sf1000,6050,2025-09-26T12:08:40.365Z,20250926_120840_00005_knhzw,6.05s,FINISHED
Q6,sf1000,2040,2025-09-26T12:08:52.663Z,20250926_120852_00006_knhzw,2.04s,FINISHED
Q7,sf1000,4160,2025-09-26T12:08:59.976Z,20250926_120859_00007_knhzw,4.16s,FINISHED
Q8,sf1000,6000,2025-09-26T12:09:09.753Z,20250926_120909_00008_knhzw,6.00s,FINISHED
Q9,sf1000,22600,2025-09-26T12:10:37.125Z,20250926_121036_00010_knhzw,22.60s,FINISHED
