queryName,scaleFactor,timeMillsecs,queryStats.createTime,queryId,queryStats.elapsedTime,state
Q1,sf1000,7260,2025-12-03T12:01:55.640Z,20251203_120155_00000_gikum,7.26s,FINISHED
Q10,sf1000,5600,2025-12-03T12:02:52.403Z,20251203_120252_00009_gikum,5.60s,FINISHED
Q11,sf1000,889,2025-12-03T12:02:58.820Z,20251203_120258_00010_gikum,889.21ms,FINISHED
Q12,sf1000,2820,2025-12-03T12:03:00.574Z,20251203_120300_00011_gikum,2.82s,FINISHED
Q13,sf1000,2590,2025-12-03T12:03:04.209Z,20251203_120304_00012_gikum,2.59s,FINISHED
Q14,sf1000,4730,2025-12-03T12:03:07.606Z,20251203_120307_00013_gikum,4.73s,FINISHED
Q15,sf1000,6240,2025-12-03T12:03:13.175Z,20251203_120313_00014_gikum,6.24s,FINISHED
Q16,sf1000,963,2025-12-03T12:03:20.267Z,20251203_120320_00015_gikum,963.75ms,FINISHED
Q17,sf1000,4360,2025-12-03T12:03:22.285Z,20251203_120322_00016_gikum,4.36s,FINISHED
Q18,sf1000,3970,2025-12-03T12:03:27.486Z,20251203_120327_00017_gikum,3.97s,FINISHED
Q19,sf1000,3700,2025-12-03T12:03:32.284Z,20251203_120332_00018_gikum,3.70s,FINISHED
Q2,sf1000,2490,2025-12-03T12:02:03.731Z,20251203_120203_00001_gikum,2.49s,FINISHED
Q20,sf1000,3100,2025-12-03T12:03:36.814Z,20251203_120336_00019_gikum,3.10s,FINISHED
Q21,sf1000,8180,2025-12-03T12:03:41.213Z,20251203_120341_00020_gikum,8.18s,FINISHED
Q22,sf1000,2110,2025-12-03T12:03:50.196Z,20251203_120350_00021_gikum,2.11s,FINISHED
Q3,sf1000,2520,2025-12-03T12:02:07.095Z,20251203_120206_00002_gikum,2.52s,FINISHED
Q4,sf1000,2640,2025-12-03T12:02:10.447Z,20251203_120210_00003_gikum,2.64s,FINISHED
Q5,sf1000,3630,2025-12-03T12:02:13.911Z,20251203_120213_00004_gikum,3.63s,FINISHED
Q6,sf1000,2009,2025-12-03T12:02:18.393Z,20251203_120218_00005_gikum,2.01s,FINISHED
Q7,sf1000,4350,2025-12-03T12:02:21.255Z,20251203_120221_00006_gikum,4.35s,FINISHED
Q8,sf1000,5990,2025-12-03T12:02:26.455Z,20251203_120226_00007_gikum,5.99s,FINISHED
Q9,sf1000,18250,2025-12-03T12:02:33.294Z,20251203_120233_00008_gikum,18.25s,FINISHED
